date,store_id,product_id,units_demanded,units_sold,units_received,units_in_stock_eod,stockout_flag,promotion_flag
2025-07-11,S01,P002,28,28,0,51,0,0
2025-07-12,S01,P002,33,33,0,18,0,0
2025-07-13,S01,P002,16,16,190,192,0,0
2025-07-14,S01,P002,22,22,0,170,0,0
2025-07-15,S01,P002,14,14,0,156,0,0
2025-07-16,S01,P002,17,17,0,139,0,0
2025-07-17,S01,P002,18,18,0,121,0,0
2025-07-18,S01,P002,33,33,0,88,0,0
2025-07-19,S01,P002,43,43,0,45,0,0
2025-07-20,S01,P002,27,27,0,18,0,0
2025-07-21,S01,P002,15,15,0,3,0,0
2025-07-22,S01,P002,21,21,190,172,0,0
2025-07-23,S01,P002,18,18,0,154,0,0
2025-07-24,S01,P002,30,30,0,124,0,0
2025-07-25,S01,P002,19,19,0,105,0,0
2025-07-26,S01,P002,32,32,0,73,0,0
2025-07-27,S01,P002,22,22,0,51,0,0
2025-07-28,S01,P002,31,31,0,20,0,1
2025-07-29,S01,P002,17,17,190,193,0,0
2025-07-30,S01,P002,27,27,0,166,0,0
2025-07-31,S01,P002,20,20,0,146,0,0
2025-08-01,S01,P002,17,17,0,129,0,0
2025-08-02,S01,P002,32,32,0,97,0,0
2025-08-03,S01,P002,19,19,0,78,0,0
2025-08-04,S01,P002,17,17,0,61,0,0
2025-08-05,S01,P002,22,22,0,39,0,0
2025-08-06,S01,P002,24,24,190,205,0,0
2025-08-07,S01,P002,23,23,0,182,0,0
2025-08-08,S01,P002,17,17,0,165,0,0
2025-08-09,S01,P002,22,22,0,143,0,0
2025-08-10,S01,P002,22,22,0,121,0,0
2025-08-11,S01,P002,26,26,0,95,0,0
2025-08-12,S01,P002,16,16,0,79,0,0
2025-08-13,S01,P002,17,17,0,62,0,0
2025-08-14,S01,P002,21,21,0,41,0,0
2025-08-15,S01,P002,17,17,190,214,0,0
2025-08-16,S01,P002,16,16,0,198,0,0
2025-08-17,S01,P002,16,16,0,182,0,0
2025-08-18,S01,P002,15,15,0,167,0,0
2025-08-19,S01,P002,28,28,0,139,0,0
2025-08-20,S01,P002,21,21,0,118,0,0
2025-08-21,S01,P002,21,21,0,97,0,0
2025-08-22,S01,P002,17,17,0,80,0,0
2025-08-23,S01,P002,41,41,0,39,0,1
2025-08-24,S01,P002,28,28,0,11,0,0
2025-08-25,S01,P002,12,12,190,189,0,0
2025-08-26,S01,P002,22,22,0,167,0,0
2025-08-27,S01,P002,23,23,0,144,0,0
2025-08-28,S01,P002,18,18,0,126,0,0
2025-08-29,S01,P002,28,28,0,98,0,0
2025-08-30,S01,P002,39,39,0,59,0,0
2025-08-31,S01,P002,22,22,0,37,0,0
2025-09-01,S01,P002,9,9,0,28,0,0
2025-09-02,S01,P002,17,17,190,201,0,0
2025-09-03,S01,P002,20,20,0,181,0,0
2025-09-04,S01,P002,17,17,0,164,0,0
2025-09-05,S01,P002,16,16,0,148,0,0
2025-09-06,S01,P002,21,21,0,127,0,0
2025-09-07,S01,P002,27,27,0,100,0,0
2025-09-08,S01,P002,13,13,0,87,0,0
2025-09-09,S01,P002,9,9,0,78,0,0
2025-09-10,S01,P002,19,19,0,59,0,0
2025-09-11,S01,P002,15,15,0,44,0,0
2025-09-12,S01,P002,19,19,190,215,0,0
2025-09-13,S01,P002,23,23,0,192,0,0
2025-09-14,S01,P002,18,18,0,174,0,0
2025-09-15,S01,P002,16,16,0,158,0,0
2025-09-16,S01,P002,17,17,0,141,0,0
2025-09-17,S01,P002,15,15,0,126,0,0
2025-09-18,S01,P002,33,33,0,93,0,1
2025-09-19,S01,P002,18,18,0,75,0,0
2025-09-20,S01,P002,22,22,0,53,0,0
2025-09-21,S01,P002,21,21,0,32,0,0
2025-09-22,S01,P002,14,14,190,208,0,0
2025-09-23,S01,P002,22,22,0,186,0,0
2025-09-24,S01,P002,18,18,0,168,0,0
2025-09-25,S01,P002,21,21,0,147,0,0
2025-09-26,S01,P002,20,20,0,127,0,0
2025-09-27,S01,P002,16,16,0,111,0,0
2025-09-28,S01,P002,20,20,0,91,0,0
2025-09-29,S01,P002,12,12,0,79,0,0
2025-09-30,S01,P002,20,20,0,59,0,0
2025-10-01,S01,P002,14,14,0,45,0,0
2025-10-02,S01,P002,17,17,190,218,0,0
2025-10-03,S01,P002,16,16,0,202,0,0
2025-10-04,S01,P002,20,20,0,182,0,0
2025-10-05,S01,P002,34,34,0,148,0,1
2025-10-06,S01,P002,21,21,0,127,0,0
2025-10-07,S01,P002,18,18,0,109,0,0
2025-10-08,S01,P002,18,18,0,91,0,0
2025-10-09,S01,P002,35,35,0,56,0,1
2025-10-10,S01,P002,19,19,0,37,0,0
2025-10-11,S01,P002,33,33,0,4,0,1
2025-10-12,S01,P002,22,22,190,172,0,0
2025-10-13,S01,P002,26,26,0,146,0,0
2025-10-14,S01,P002,15,15,0,131,0,0
2025-10-15,S01,P002,15,15,0,116,0,0
2025-10-16,S01,P002,24,24,0,92,0,0
2025-10-17,S01,P002,22,22,0,70,0,0
2025-10-18,S01,P002,26,26,0,44,0,0
2025-10-19,S01,P002,24,24,0,20,0,0
2025-10-20,S01,P002,16,16,190,194,0,0
2025-10-21,S01,P002,16,16,0,178,0,0
2025-10-22,S01,P002,18,18,0,160,0,0
2025-10-23,S01,P002,22,22,0,138,0,0
2025-10-24,S01,P002,22,22,0,116,0,0
2025-10-25,S01,P002,28,28,0,88,0,0
2025-10-26,S01,P002,28,28,0,60,0,0
2025-10-27,S01,P002,11,11,0,49,0,0
2025-10-28,S01,P002,15,15,0,34,0,0
2025-10-29,S01,P002,14,14,190,210,0,0
2025-10-30,S01,P002,11,11,0,199,0,0
2025-10-31,S01,P002,19,19,0,180,0,0
2025-11-01,S01,P002,49,49,0,131,0,1
2025-11-02,S01,P002,32,32,0,99,0,0
2025-11-03,S01,P002,15,15,0,84,0,0
2025-11-04,S01,P002,21,21,0,63,0,0
2025-11-05,S01,P002,19,19,0,44,0,0
2025-11-06,S01,P002,23,23,0,21,0,0
2025-11-07,S01,P002,23,23,190,188,0,0
2025-11-08,S01,P002,41,41,0,147,0,0
2025-11-09,S01,P002,31,31,0,116,0,0
2025-11-10,S01,P002,20,20,0,96,0,0
2025-11-11,S01,P002,24,24,0,72,0,0
2025-11-12,S01,P002,20,20,0,52,0,0
2025-11-13,S01,P002,27,27,0,25,0,0
2025-11-14,S01,P002,17,17,190,198,0,0
2025-11-15,S01,P002,29,29,0,169,0,0
2025-11-16,S01,P002,33,33,0,136,0,0
2025-11-17,S01,P002,25,25,0,111,0,0
2025-11-18,S01,P002,18,18,0,93,0,0
2025-11-19,S01,P002,47,47,0,46,0,1
2025-11-20,S01,P002,16,16,0,30,0,0
2025-11-21,S01,P002,36,30,0,0,1,0
2025-11-22,S01,P002,26,26,190,164,0,0
2025-11-23,S01,P002,30,30,0,134,0,0
2025-11-24,S01,P002,27,27,0,107,0,0
2025-11-25,S01,P002,18,18,0,89,0,0
2025-11-26,S01,P002,33,33,0,56,0,0
2025-11-27,S01,P002,22,22,0,34,0,0
2025-11-28,S01,P002,27,27,0,7,0,0
2025-11-29,S01,P002,33,33,190,164,0,0
2025-11-30,S01,P002,26,26,0,138,0,0
2025-12-01,S01,P002,39,39,0,99,0,1
2025-12-02,S01,P002,21,21,0,78,0,0
2025-12-03,S01,P002,40,40,0,38,0,1
2025-12-04,S01,P002,41,38,0,0,1,1
2025-12-05,S01,P002,22,22,190,168,0,0
2025-12-06,S01,P002,26,26,0,142,0,0
2025-12-07,S01,P002,25,25,0,117,0,0
2025-12-08,S01,P002,19,19,0,98,0,0
2025-12-09,S01,P002,40,40,0,58,0,1
2025-12-10,S01,P002,20,20,0,38,0,0
2025-12-11,S01,P002,21,21,0,17,0,0
2025-12-12,S01,P002,28,28,190,179,0,0
2025-12-13,S01,P002,28,28,0,151,0,0
2025-12-14,S01,P002,22,22,0,129,0,0
2025-12-15,S01,P002,16,16,0,113,0,0
2025-12-16,S01,P002,30,30,0,83,0,0
2025-12-17,S01,P002,14,14,0,69,0,0
2025-12-18,S01,P002,21,21,0,48,0,0
2025-12-19,S01,P002,51,48,0,0,1,1
2025-12-20,S01,P002,34,34,190,156,0,0
2025-12-21,S01,P002,25,25,0,131,0,0
2025-12-22,S01,P002,20,20,0,111,0,0
2025-12-23,S01,P002,26,26,0,85,0,0
2025-12-24,S01,P002,17,17,0,68,0,0
2025-12-25,S01,P002,23,23,0,45,0,0
2025-12-26,S01,P002,30,30,0,15,0,0
2025-12-27,S01,P002,26,26,190,179,0,0
2025-12-28,S01,P002,28,28,0,151,0,0
2025-12-29,S01,P002,17,17,0,134,0,0
2025-12-30,S01,P002,16,16,0,118,0,0
2025-12-31,S01,P002,20,20,0,98,0,0
2025-01-01,S01,P003,15,15,0,295,0,0
2025-01-02,S01,P003,26,26,0,269,0,0
2025-01-03,S01,P003,19,19,0,250,0,0
2025-01-04,S01,P003,25,25,0,225,0,0
2025-01-05,S01,P003,22,22,0,203,0,0
2025-01-06,S01,P003,10,10,0,193,0,0
2025-01-07,S01,P003,13,13,0,180,0,0
2025-01-08,S01,P003,27,27,0,153,0,0
2025-01-09,S01,P003,21,21,0,132,0,0
2025-01-10,S01,P003,22,22,0,110,0,0
2025-01-11,S01,P003,29,29,0,81,0,0
2025-01-12,S01,P003,19,19,0,62,0,0
2025-01-13,S01,P003,20,20,0,42,0,1
2025-01-14,S01,P003,24,24,0,18,0,0
2025-01-15,S01,P003,12,12,0,6,0,0
2025-01-16,S01,P003,17,17,207,196,0,0
2025-01-17,S01,P003,18,18,0,178,0,0
2025-01-18,S01,P003,29,29,0,149,0,0
2025-01-19,S01,P003,23,23,0,126,0,0
2025-01-20,S01,P003,24,24,0,102,0,0
2025-01-21,S01,P003,18,18,0,84,0,0
2025-01-22,S01,P003,14,14,0,70,0,0
2025-01-23,S01,P003,15,15,0,55,0,0
2025-01-24,S01,P003,23,23,0,32,0,0
2025-01-25,S01,P003,25,25,0,7,0,0
2025-01-26,S01,P003,18,18,207,196,0,0
2025-01-27,S01,P003,14,14,0,182,0,0
2025-01-28,S01,P003,17,17,0,165,0,0
2025-01-29,S01,P003,16,16,0,149,0,0
2025-01-30,S01,P003,18,18,0,131,0,0
2025-01-31,S01,P003,19,19,0,112,0,0
2025-02-01,S01,P003,26,26,0,86,0,0
2025-02-02,S01,P003,22,22,0,64,0,0
2025-02-03,S01,P003,11,11,0,53,0,0
2025-02-04,S01,P003,15,15,0,38,0,0
2025-02-05,S01,P003,20,20,0,18,0,0
2025-02-06,S01,P003,15,15,207,210,0,0
2025-02-07,S01,P003,21,21,0,189,0,0
2025-02-08,S01,P003,27,27,0,162,0,0
2025-02-09,S01,P003,16,16,0,146,0,0
2025-02-10,S01,P003,17,17,0,129,0,0
2025-02-11,S01,P003,17,17,0,112,0,0
2025-02-12,S01,P003,17,17,0,95,0,0
2025-02-13,S01,P003,17,17,0,78,0,0
2025-02-14,S01,P003,22,22,0,56,0,0
2025-02-15,S01,P003,23,23,0,33,0,0
2025-02-16,S01,P003,23,23,0,10,0,0
2025-02-17,S01,P003,17,10,0,0,1,0
2025-02-18,S01,P003,13,13,207,194,0,0
2025-02-19,S01,P003,17,17,0,177,0,0
2025-02-20,S01,P003,14,14,0,163,0,0
2025-02-21,S01,P003,17,17,0,146,0,0
2025-02-22,S01,P003,22,22,0,124,0,0
2025-02-23,S01,P003,32,32,0,92,0,0
2025-02-24,S01,P003,25,25,0,67,0,0
2025-02-25,S01,P003,14,14,0,53,0,0
2025-02-26,S01,P003,14,14,0,39,0,0
2025-02-27,S01,P003,18,18,0,21,0,0
2025-02-28,S01,P003,15,15,0,6,0,0
2025-03-01,S01,P003,16,16,207,197,0,0
2025-03-02,S01,P003,16,16,0,181,0,0
2025-03-03,S01,P003,10,10,0,171,0,0
2025-03-04,S01,P003,13,13,0,158,0,0
2025-03-05,S01,P003,13,13,0,145,0,0
2025-03-06,S01,P003,17,17,0,128,0,0
2025-03-07,S01,P003,17,17,0,111,0,0
2025-03-08,S01,P003,24,24,0,87,0,0
2025-03-09,S01,P003,25,25,0,62,0,0
2025-03-10,S01,P003,13,13,0,49,0,0
2025-03-11,S01,P003,16,16,0,33,0,0
2025-03-12,S01,P003,18,18,0,15,0,0
2025-03-13,S01,P003,26,26,207,196,0,0
2025-03-14,S01,P003,22,22,0,174,0,0
2025-03-15,S01,P003,17,17,0,157,0,0
2025-03-16,S01,P003,17,17,0,140,0,0
2025-03-17,S01,P003,18,18,0,122,0,0
2025-03-18,S01,P003,23,23,0,99,0,0
2025-03-19,S01,P003,19,19,0,80,0,0
2025-03-20,S01,P003,17,17,0,63,0,0
2025-03-21,S01,P003,19,19,0,44,0,0
2025-03-22,S01,P003,29,29,0,15,0,0
2025-03-23,S01,P003,22,15,0,0,1,0
2025-03-24,S01,P003,14,14,207,193,0,0
2025-03-25,S01,P003,25,25,0,168,0,0
2025-03-26,S01,P003,16,16,0,152,0,0
2025-03-27,S01,P003,17,17,0,135,0,0
2025-03-28,S01,P003,24,24,0,111,0,0
2025-03-29,S01,P003,18,18,0,93,0,0
2025-03-30,S01,P003,17,17,0,76,0,0
2025-03-31,S01,P003,16,16,0,60,0,0
2025-04-01,S01,P003,24,24,0,36,0,1
2025-04-02,S01,P003,12,12,0,24,0,0
2025-04-03,S01,P003,15,15,0,9,0,0
2025-04-04,S01,P003,22,22,207,194,0,0
2025-04-05,S01,P003,27,27,0,167,0,0
2025-04-06,S01,P003,15,15,0,152,0,0
2025-04-07,S01,P003,12,12,0,140,0,0
2025-04-08,S01,P003,17,17,0,123,0,0
2025-04-09,S01,P003,23,23,0,100,0,0
2025-04-10,S01,P003,19,19,0,81,0,0
2025-04-11,S01,P003,14,14,0,67,0,0
2025-04-12,S01,P003,33,33,0,34,0,0
2025-04-13,S01,P003,27,27,0,7,0,0
2025-04-14,S01,P003,20,7,0,0,1,0
2025-04-15,S01,P003,21,21,207,186,0,0
2025-04-16,S01,P003,26,26,0,160,0,0
2025-04-17,S01,P003,13,13,0,147,0,0
2025-04-18,S01,P003,25,25,0,122,0,0
2025-04-19,S01,P003,25,25,0,97,0,0
2025-04-20,S01,P003,35,35,0,62,0,1
2025-04-21,S01,P003,21,21,0,41,0,0
2025-04-22,S01,P003,16,16,0,25,0,0
2025-04-23,S01,P003,30,25,0,0,1,1
2025-04-24,S01,P003,15,0,0,0,1,0
2025-04-25,S01,P003,21,21,207,186,0,0
2025-04-26,S01,P003,50,50,0,136,0,1
2025-04-27,S01,P003,18,18,0,118,0,0
2025-04-28,S01,P003,22,22,0,96,0,0
2025-04-29,S01,P003,13,13,0,83,0,0
2025-04-30,S01,P003,17,17,0,66,0,0
2025-05-01,S01,P003,15,15,0,51,0,0
2025-05-02,S01,P003,23,23,0,28,0,0
2025-05-03,S01,P003,18,18,0,10,0,0
2025-05-04,S01,P003,30,30,207,187,0,0
2025-05-05,S01,P003,11,11,0,176,0,0
2025-05-06,S01,P003,17,17,0,159,0,0
2025-05-07,S01,P003,17,17,0,142,0,0
2025-05-08,S01,P003,13,13,0,129,0,0
2025-05-09,S01,P003,26,26,0,103,0,0
2025-05-10,S01,P003,29,29,0,74,0,0
2025-05-11,S01,P003,13,13,0,61,0,0
2025-05-12,S01,P003,19,19,0,42,0,0
2025-05-13,S01,P003,10,10,0,32,0,0
2025-05-14,S01,P003,19,19,0,13,0,0
2025-05-15,S01,P003,20,20,207,200,0,0
2025-05-16,S01,P003,31,31,0,169,0,1
2025-05-17,S01,P003,32,32,0,137,0,0
2025-05-18,S01,P003,23,23,0,114,0,0
2025-05-19,S01,P003,20,20,0,94,0,0
2025-05-20,S01,P003,15,15,0,79,0,0
2025-05-21,S01,P003,19,19,0,60,0,0
2025-05-22,S01,P003,18,18,0,42,0,0
2025-05-23,S01,P003,18,18,0,24,0,0
2025-05-24,S01,P003,34,24,0,0,1,1
2025-05-25,S01,P003,16,16,207,191,0,0
2025-05-26,S01,P003,21,21,0,170,0,0
2025-05-27,S01,P003,25,25,0,145,0,1
2025-05-28,S01,P003,14,14,0,131,0,0
2025-05-29,S01,P003,18,18,0,113,0,0
2025-05-30,S01,P003,17,17,0,96,0,0
2025-05-31,S01,P003,31,31,0,65,0,0
2025-06-01,S01,P003,29,29,0,36,0,0
2025-06-02,S01,P003,22,22,0,14,0,0
2025-06-03,S01,P003,12,12,0,2,0,0
2025-06-04,S01,P003,20,2,0,0,1,0
2025-06-05,S01,P003,23,23,207,184,0,0
2025-06-06,S01,P003,24,24,0,160,0,0
2025-06-07,S01,P003,32,32,0,128,0,0
2025-06-08,S01,P003,30,30,0,98,0,0
2025-06-09,S01,P003,17,17,0,81,0,0
2025-06-10,S01,P003,34,34,0,47,0,1
2025-06-11,S01,P003,27,27,0,20,0,0
2025-06-12,S01,P003,23,20,0,0,1,0
2025-06-13,S01,P003,21,0,0,0,1,0
2025-06-14,S01,P003,35,35,207,172,0,0
2025-06-15,S01,P003,20,20,0,152,0,0
2025-06-16,S01,P003,20,20,0,132,0,0
2025-06-17,S01,P003,20,20,0,112,0,0
2025-06-18,S01,P003,15,15,0,97,0,0
2025-06-19,S01,P003,23,23,0,74,0,0
2025-06-20,S01,P003,17,17,0,57,0,0
2025-06-21,S01,P003,39,39,0,18,0,0
2025-06-22,S01,P003,25,18,0,0,1,0
2025-06-23,S01,P003,17,0,0,0,1,0
2025-06-24,S01,P003,14,14,207,193,0,0
2025-06-25,S01,P003,15,15,0,178,0,0
2025-06-26,S01,P003,16,16,0,162,0,0
2025-06-27,S01,P003,28,28,0,134,0,0
2025-06-28,S01,P003,26,26,0,108,0,0
2025-06-29,S01,P003,45,45,0,63,0,1
2025-06-30,S01,P003,20,20,0,43,0,0
2025-07-01,S01,P003,17,17,0,26,0,0
2025-07-02,S01,P003,22,22,0,4,0,0
2025-07-03,S01,P003,23,4,0,0,1,0
2025-07-04,S01,P003,26,26,207,181,0,0
2025-07-05,S01,P003,25,25,0,156,0,0
2025-07-06,S01,P003,32,32,0,124,0,0
2025-07-07,S01,P003,20,20,0,104,0,0
2025-07-08,S01,P003,19,19,0,85,0,0
2025-07-09,S01,P003,19,19,0,66,0,0
2025-07-10,S01,P003,17,17,0,49,0,0
2025-07-11,S01,P003,27,27,0,22,0,0
2025-07-12,S01,P003,50,22,0,0,1,1
2025-07-13,S01,P003,29,29,207,178,0,0
2025-07-14,S01,P003,19,19,0,159,0,0
2025-07-15,S01,P003,16,16,0,143,0,0
2025-07-16,S01,P003,28,28,0,115,0,0
2025-07-17,S01,P003,24,24,0,91,0,0
2025-07-18,S01,P003,22,22,0,69,0,0
2025-07-19,S01,P003,17,17,0,52,0,0
2025-07-20,S01,P003,36,36,0,16,0,0
2025-07-21,S01,P003,19,16,0,0,1,0
2025-07-22,S01,P003,22,0,0,0,1,0
2025-07-23,S01,P003,16,16,207,191,0,0
2025-07-24,S01,P003,43,43,0,148,0,1
2025-07-25,S01,P003,21,21,0,127,0,0
2025-07-26,S01,P003,27,27,0,100,0,0
2025-07-27,S01,P003,44,44,0,56,0,1
2025-07-28,S01,P003,17,17,0,39,0,0
2025-07-29,S01,P003,20,20,0,19,0,0
2025-07-30,S01,P003,18,18,0,1,0,0
2025-07-31,S01,P003,19,1,0,0,1,0
2025-08-01,S01,P003,19,19,207,188,0,0
2025-08-02,S01,P003,31,31,0,157,0,0
2025-08-03,S01,P003,32,32,0,125,0,0
2025-08-04,S01,P003,22,22,0,103,0,0
2025-08-05,S01,P003,19,19,0,84,0,0
2025-08-06,S01,P003,25,25,0,59,0,0
2025-08-07,S01,P003,23,23,0,36,0,0
2025-08-08,S01,P003,19,19,0,17,0,0
2025-08-09,S01,P003,28,17,0,0,1,0
2025-08-10,S01,P003,19,19,207,188,0,0
2025-08-11,S01,P003,26,26,0,162,0,0
2025-08-12,S01,P003,23,23,0,139,0,0
2025-08-13,S01,P003,22,22,0,117,0,0
2025-08-14,S01,P003,25,25,0,92,0,0
2025-08-15,S01,P003,18,18,0,74,0,0
2025-08-16,S01,P003,24,24,0,50,0,0
2025-08-17,S01,P003,44,44,0,6,0,1
2025-08-18,S01,P003,24,6,0,0,1,0
2025-08-19,S01,P003,23,0,0,0,1,0
2025-08-20,S01,P003,18,18,207,189,0,0
2025-08-21,S01,P003,26,26,0,163,0,0
2025-08-22,S01,P003,23,23,0,140,0,0
2025-08-23,S01,P003,34,34,0,106,0,0
2025-08-24,S01,P003,45,45,0,61,0,1
2025-08-25,S01,P003,27,27,0,34,0,0
2025-08-26,S01,P003,26,26,0,8,0,0
2025-08-27,S01,P003,13,8,0,0,1,0
2025-08-28,S01,P003,25,0,0,0,1,0
2025-08-29,S01,P003,31,31,207,176,0,0
2025-08-30,S01,P003,33,33,0,143,0,0
2025-08-31,S01,P003,28,28,0,115,0,0
2025-09-01,S01,P003,16,16,0,99,0,0
2025-09-02,S01,P003,15,15,0,84,0,0
2025-09-03,S01,P003,19,19,0,65,0,0
2025-09-04,S01,P003,14,14,0,51,0,0
2025-09-05,S01,P003,27,27,0,24,0,0
2025-09-06,S01,P003,24,24,0,0,0,0
2025-09-07,S01,P003,16,16,207,191,0,0
2025-09-08,S01,P003,17,17,0,174,0,0
2025-09-09,S01,P003,10,10,0,164,0,0
2025-09-10,S01,P003,15,15,0,149,0,0
2025-09-11,S01,P003,15,15,0,134,0,0
2025-09-12,S01,P003,18,18,0,116,0,0
2025-09-13,S01,P003,22,22,0,94,0,0
2025-09-14,S01,P003,18,18,0,76,0,0
2025-09-15,S01,P003,26,26,0,50,0,1
2025-09-16,S01,P003,12,12,0,38,0,0
2025-09-17,S01,P003,11,11,0,27,0,0
2025-09-18,S01,P003,12,12,0,15,0,0
2025-09-19,S01,P003,21,21,207,201,0,0
2025-09-20,S01,P003,23,23,0,178,0,0
2025-09-21,S01,P003,28,28,0,150,0,0
2025-09-22,S01,P003,14,14,0,136,0,0
2025-09-23,S01,P003,18,18,0,118,0,0
2025-09-24,S01,P003,11,11,0,107,0,0
2025-09-25,S01,P003,27,27,0,80,0,0
2025-09-26,S01,P003,19,19,0,61,0,0
2025-09-27,S01,P003,31,31,0,30,0,0
2025-09-28,S01,P003,18,18,0,12,0,0
2025-09-29,S01,P003,15,12,0,0,1,0
2025-09-30,S01,P003,16,16,207,191,0,0
2025-10-01,S01,P003,15,15,0,176,0,0
2025-10-02,S01,P003,15,15,0,161,0,0
2025-10-03,S01,P003,16,16,0,145,0,0
2025-10-04,S01,P003,21,21,0,124,0,0
2025-10-05,S01,P003,23,23,0,101,0,0
2025-10-06,S01,P003,18,18,0,83,0,0
2025-10-07,S01,P003,16,16,0,67,0,0
2025-10-08,S01,P003,18,18,0,49,0,0
2025-10-09,S01,P003,22,22,0,27,0,0
2025-10-10,S01,P003,20,20,0,7,0,0
2025-10-11,S01,P003,22,22,207,192,0,0
2025-10-12,S01,P003,26,26,0,166,0,0
2025-10-13,S01,P003,20,20,0,146,0,1
2025-10-14,S01,P003,13,13,0,133,0,0
2025-10-15,S01,P003,9,9,0,124,0,0
2025-10-16,S01,P003,12,12,0,112,0,0
2025-10-17,S01,P003,19,19,0,93,0,0
2025-10-18,S01,P003,26,26,0,67,0,0
2025-10-19,S01,P003,22,22,0,45,0,0
2025-10-20,S01,P003,17,17,0,28,0,0
2025-10-21,S01,P003,18,18,0,10,0,0
2025-10-22,S01,P003,20,10,0,0,1,0
2025-10-23,S01,P003,17,17,207,190,0,0
2025-10-24,S01,P003,23,23,0,167,0,0
2025-10-25,S01,P003,33,33,0,134,0,0
2025-10-26,S01,P003,28,28,0,106,0,0
2025-10-27,S01,P003,11,11,0,95,0,0
2025-10-28,S01,P003,26,26,0,69,0,0
2025-10-29,S01,P003,13,13,0,56,0,0
2025-10-30,S01,P003,22,22,0,34,0,0
2025-10-31,S01,P003,26,26,0,8,0,0
2025-11-01,S01,P003,35,8,0,0,1,0
2025-11-02,S01,P003,30,30,207,177,0,0
2025-11-03,S01,P003,32,32,0,145,0,0
2025-11-04,S01,P003,30,30,0,115,0,1
2025-11-05,S01,P003,24,24,0,91,0,0
2025-11-06,S01,P003,27,27,0,64,0,0
2025-11-07,S01,P003,27,27,0,37,0,0
2025-11-08,S01,P003,35,35,0,2,0,0
2025-11-09,S01,P003,34,2,0,0,1,0
2025-11-10,S01,P003,14,0,0,0,1,0
2025-11-11,S01,P003,21,21,207,186,0,0
2025-11-12,S01,P003,21,21,0,165,0,0
2025-11-13,S01,P003,27,27,0,138,0,0
2025-11-14,S01,P003,23,23,0,115,0,0
2025-11-15,S01,P003,26,26,0,89,0,0
2025-11-16,S01,P003,29,29,0,60,0,0
2025-11-17,S01,P003,32,32,0,28,0,1
2025-11-18,S01,P003,19,19,0,9,0,0
2025-11-19,S01,P003,16,9,0,0,1,0
2025-11-20,S01,P003,24,24,207,183,0,0
2025-11-21,S01,P003,24,24,0,159,0,0
2025-11-22,S01,P003,34,34,0,125,0,0
2025-11-23,S01,P003,33,33,0,92,0,0
2025-11-24,S01,P003,17,17,0,75,0,0
2025-11-25,S01,P003,20,20,0,55,0,0
2025-11-26,S01,P003,16,16,0,39,0,0
2025-11-27,S01,P003,21,21,0,18,0,0
2025-11-28,S01,P003,32,18,0,0,1,0
2025-11-29,S01,P003,34,34,207,173,0,0
2025-11-30,S01,P003,30,30,0,143,0,0
2025-12-01,S01,P003,29,29,0,114,0,0
2025-12-02,S01,P003,28,28,0,86,0,0
2025-12-03,S01,P003,18,18,0,68,0,0
2025-12-04,S01,P003,23,23,0,45,0,0
2025-12-05,S01,P003,34,34,0,11,0,0
2025-12-06,S01,P003,44,11,0,0,1,0
2025-12-07,S01,P003,24,24,207,183,0,0
2025-12-08,S01,P003,22,22,0,161,0,0
2025-12-09,S01,P003,22,22,0,139,0,0
2025-12-10,S01,P003,27,27,0,112,0,0
2025-12-11,S01,P003,20,20,0,92,0,0
2025-12-12,S01,P003,26,26,0,66,0,0
2025-12-13,S01,P003,28,28,0,38,0,0
2025-12-14,S01,P003,48,38,0,0,1,1
2025-12-15,S01,P003,27,0,0,0,1,0
2025-12-16,S01,P003,18,0,0,0,1,0
2025-12-17,S01,P003,19,19,207,188,0,0
2025-12-18,S01,P003,22,22,0,166,0,0
2025-12-19,S01,P003,22,22,0,144,0,0
2025-12-20,S01,P003,29,29,0,115,0,0
2025-12-21,S01,P003,27,27,0,88,0,0
2025-12-22,S01,P003,24,24,0,64,0,0
2025-12-23,S01,P003,28,28,0,36,0,0
2025-12-24,S01,P003,22,22,0,14,0,0
2025-12-25,S01,P003,20,14,0,0,1,0
2025-12-26,S01,P003,25,25,207,182,0,0
2025-12-27,S01,P003,28,28,0,154,0,0
2025-12-28,S01,P003,33,33,0,121,0,0
2025-12-29,S01,P003,18,18,0,103,0,0
2025-12-30,S01,P003,20,20,0,83,0,0
2025-12-31,S01,P003,25,25,0,58,0,0
2025-01-01,S01,P004,21,21,0,288,0,0
2025-01-02,S01,P004,17,17,0,271,0,0
2025-01-03,S01,P004,17,17,0,254,0,0
2025-01-04,S01,P004,22,22,0,232,0,0
2025-01-05,S01,P004,23,23,0,209,0,0
2025-01-06,S01,P004,18,18,0,191,0,0
2025-01-07,S01,P004,15,15,0,176,0,0
2025-01-08,S01,P004,3,3,0,173,0,0
2025-01-09,S01,P004,19,19,0,154,0,0
2025-01-10,S01,P004,25,25,0,129,0,0
2025-01-11,S01,P004,22,22,0,107,0,0
2025-01-12,S01,P004,27,27,0,80,0,0
2025-01-13,S01,P004,13,13,0,67,0,0
2025-01-14,S01,P004,11,11,206,262,0,0
2025-01-15,S01,P004,17,17,0,245,0,0
2025-01-16,S01,P004,9,9,0,236,0,0
2025-01-17,S01,P004,18,18,0,218,0,0
2025-01-18,S01,P004,25,25,0,193,0,0
2025-01-19,S01,P004,19,19,0,174,0,0
